sentiment,message,tweetid
1,RT @RogueNASA: Why do we need a president who cares about climate change? This is why. https://t.co/NDijMXVFWD,965455
0,RT @trtlhanmer: Climate change climate change climate change climate change climate change climate change climate change climate ch…,72216
1,RT @ActualEPAFacts: 97% of scientists agree climate change is real and that it’s caused by human activity. Denying science is no longer an…,595306
1,RT @RichardMunang: This generation is better position to meet the climate change https://t.co/WxGHgGakaA we meet these challenges will be u…,123858
1,RT @nowthisnews: Angela Merkel isn't backing down in the fight against climate change https://t.co/Bf1WRoMsVc,138364
0,"@nytimes @waide_kathy You got to be kidding, the NYT, this is suppose to be legit, so fake, they have climate change wrong.",191411
0,"15 degrees Fahrenheit,

Tell me again why I should be against global warming?",506829
0,"Dilbert 1, Yale 0: So Scott Adams wrote a Dilbert cartoon poking fun at climate change scientists: View attachment… https://t.co/x9pHXVzjtP",193428
1,RT @Mrzukk: There's no time to act cool as the world is getting hot. Hope someone or something can stop this global warming. I can't handleÃ¢â‚¬Â¦,873521
2,"Welcome to Pleistocene Park, where Russian scientists want to fight climate change with woolly mammoths https://t.co/yqvta4Xy5I",897531
1,"RT @EcoInternet3: Pay now, be rewarded later – the political hot potato of #climate change: Irish Times https://t.co/x7er64KUOR #environment",451612
1,RT @witchycleo: And republicans don't even believe in global warming fucking imbeciles https://t.co/Dn0gUvLz2l,141725
1,"RT @Chaffeelander: @milesjreed Also: 
I know climate change is real, renewable energy is replacing fossil fuels &amp; businesses will not…",461534
0,@MajorKeyP well he did as much as he could to discredit climate change. I guess we'll see,839878
1,@PaulHBeckwith Is assessing consequences of climate change too narrowly scoped? Climate change is caused by a few p… https://t.co/7pzAp1Mw7j,334185
1,"RT @xodanix3: Animals all over have been showing signs of distress, environmental devastation. climate change is real. Humans need to makeÃ¢â‚¬Â¦",179527
1,"Lord Stern, climate change denier? https://t.co/NyQlCnFKFg https://t.co/RYAlqcerPj",611856
1,RT @FuentesUrsula: #marchforscienceau for evidence-based policy to save the Great Barrier Reef from climate change - against denialists htt…,544018
0,"Rest assured, wine lovers, your favourite tipple will adapt to climate change https://t.co/NBj6UPMMvf",257864
2,"RT @richard777777: Federal scientist cooked climate change books ahead of Obama presentation, whistle blower charges https://t.co/uP5F10rP2…",178914
1,"RT @BrookeWMcKeever: For our girls, equal rights; because climate change is real, public education is important #WomensMarch #WhyIMarch htt…",944725
1,RT @thE_House7: Scariest part of the election: the most powerful man in the world is now a denier of climate change. Horrific day for fansÃ¢â‚¬Â¦,249056
1,RT @tveitdal: Washington Post's view: A man who rejects settled science on climate change should not lead the EPA…,807043
1,Because climate change is a game show. https://t.co/7t1RQMuBbh,267455
1,RT @RL_Miller: Amy Goodman of @democracynow calls out mainstream media at #pplsummit for not covering climate change,54838
-1,Al Gore is a fraud and refuses to debate global warming https://t.co/EVN6jjUfyq,871098
1,"ACTION: Stop Scott Pruitt.

Call your Senators and tell them to vote NO, because climate change is real.

202-224-3121",998153
1,RT @cnni: No snow where there should be. Bleached anemones. Cracks in the ice. This is what climate change looks like:Ã¢â‚¬Â¦,950708
2,Cher Gilmore: 'We the People' must solve climate change - Santa Clarita Valley Signal https://t.co/tSBL8IJtSb,566159
1,"RT @drvox: 3. Most people are barely aware of climate change &amp; have no idea how scary &amp; proximate it is. That's the baseline fact, the core…",679083
1,"@realDonaldTrump right, Americans should vote for the guy who thinks chinese people invented global warming? Good luck America #yallfucked",139861
1,"#3Novices : G-20 fails to agree on free trade and protectionism — climate change is missing, too https://t.co/azw6Gl68A4 The world's finan…",348158
0,The study doesn't include climate change and focuses on grain yields not #ag total factor productivity. Estimates a… https://t.co/tevc4hqaE7,732028
0,"RT @EricBoehlert: i'm glad you asked...

'e-mail' mentions on cable news since Fri: 2,322
'climate change' mentions on cable since FrÃ¢â‚¬Â¦",294288
2,RT @ClimateCentral: Record-breaking climate change pushes world into 'uncharted territory' whttp://buff.ly/2n9EH1S via @guardian https://t.…,804342
1,"RT @AYCC: Hurricane Harvey - New norm, exacerbated by climate change. We can avoid worse storms if we build a clean renewable future #Harvey",368077
2,"Rex Tillerson discussed climate change from secret email account, hid it from investigators https://t.co/qhWXpaNueH",645277
2,RT @Elder_Cincy_Guy: Trump picks climate change skeptic to head EPA transition team. https://t.co/aHpIT8d1iS,682376
1,"@Nadeshot its like that in alot places now, it's called climate change",968762
1,RT @NatGeo: 'The impact of climate change at its most dramatic [is in] the mountain ranges.' This man risks it all to see it https://t.co/u…,609229
0,"RT @Iwin1961: 'So we lose the Maldives, that's ok' - Hartley-Brewer debates climate change with @GreenJennyJones talkRADIO https://t.co/LmuÃ¢â‚¬Â¦",992961
2,"#Pakistani #Women #Pakistan #Climatechange #Latest Pakistan passes climate change act, reviving hopes and scepticism https://t.co/8mWxhYRfL1",455322
2,A million bottles a minute: world's plastic binge 'as dangerous as climate change' https://t.co/kn85grSZXO,767069
0,"RT @famouslyignored: If climate change isn't real, then how do you explain the sudden rise in tweetstorms?",734897
1,"wef: This major Canadian river dried up in just four days, because of climate change https://t.co/vO31u6oy5A https://t.co/16yET4Intv",24298
1,RT @CheriHonkala: I endorse the @LeapManifesto because climate change is not cool (no pun intended). We must create jobs that halt it! http…,912403
1,Ã°Å¸â€œÂ· One of my favorite books on climate change denial. https://t.co/TnkOxpXoGV,352416
2,Britain urges United States to take climate change seriously - Nasdaq https://t.co/OI169t0O7x #Market #Equity,79360
2,RT @BWLogan: ‘Nothing more than a smokescreen’: Environmental critics have some words on Trump’s flip-flopping on climate change…,809655
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦,407693
1,RT @TulsiGabbard: We must continue to illustrate the impacts that climate change is already having on communities around the worldÃ¢â‚¬â€especialÃ¢â‚¬Â¦,103583
2,#SMARTPipsHub Finance: LIVE: Trump to announce Paris climate change decision at 3pm ET - https://t.co/juMpTszKlo… https://t.co/IabFqTnrTw,356845
1,"RT @TheSciBabe: New administration thinks condoms are satan, climate change is fake.

I've been told 'scientist, stop tweeting politics.'Ã¢â‚¬Â¦",675397
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",987825
1,"RT @LuvPlaying: “Oklahoma hits 100 ° in the dead of winter, because climate change is real” by @NexusMediaNews https://t.co/k3ud7Ppx28",688656
1,"RT @MobilizeClimate: 2016: not a great year for action against climate change, but an excellent one for visualizing what's happening. https…",793224
1,A must watch documentary on global warming. https://t.co/qBVPjWw5RW,671795
2,RT @guardianeco: Coalition of 17 states challenges Trump over climate change policy https://t.co/w4HyWFMPSk,126205
-1,RT @theboltreport: WATCH: The former head of Australia's National Climate Centre says we shouldn't be panicked by the global warming s…,908520
2,Who's 'morally vacant'? Exxon Mobil turns official's quip against him in climate change case https://t.co/CH0uZbs51x https://t.co/7ScfD7EUgP,879560
2,"RT @cnalive: Pranita Biswasi, a Lutheran from Odisha, gives testimony on effects of climate change &amp; natural disasters on the poÃ¢â‚¬Â¦",359773
2,Donald Trump signs executive order overhauling Barack Obama&amp;apos;s attempts to slow climate change - ... Donald T...,423966
2,"RT @CNBC: In rare move, China criticizes Trump plan to exit climate change pact https://t.co/JgUDxr3shb",543235
-1,"RT @NatShupe: So Obama and Hillary had nothing to do with this, climate change caused this.  Got it. https://t.co/nZ1Mfz0JX2",740357
-1,"Scientists, environmental activists protest in Boston against threat to science https://t.co/Kq26lsuJus morons believe phony climate change",480989
2,RT @borzou: French presidential candidate bluntly calls on US climate change researchers purged by Trump regime to come to Fran…,31889
1,Ã¢â‚¬Å“Donald TrumpÃ¢â‚¬â„¢s first staff picks all deny the threat of climate changeÃ¢â‚¬ï† by @ngeiling https://t.co/TGTTQ0Qe12,837702
1,@IanDunt Not stopping global warming is an even bigger sabotage and I don't see much from you there,301605
0,@micheleod1 You're saying climate change isn't real?,410970
1,RT @PiyushGoyalOffc: We are all working as a team to continue our efforts to address concerns of global warming and to reduce natural hazar…,432306
-1,"@TammyOnorato go for reasons other than climate change, and it's possible that the climate has been changing independent of humans as well.",158520
1,"Demand Trump adm add LGBT rights, climate change, &amp; civil rights back to list of issues on https://t.co/OH0ERmDiJF  https://t.co/vwyFGs6e16",492572
1,$50M that could have gone to help fight climate change instead. https://t.co/NFRjXSdjEB,821581
1,"RT @Rachael_Swindon: This government: Anti-abortion, homophobic, climate change denying, terrorist backing. And that's before you get off t…",879702
1,RT @frankieboyle: Let's look on the bright side. Maybe climate change will kill off humanity before a Global Fascist government can start tÃ¢â‚¬Â¦,998528
1,"I stand with Pittsburgh, Paris, the majority of Americans and the future children of this world don't deserve global warming. #ParisAccord",415107
1,RT @StephenRitz: Modern agriculture cultivates climate change – we must nurture biodiversity  https://t.co/vXxriPZeDw via @foodtank @DeSchu…,23291
2,"RT @PatriotByGod: Trump to drop climate change garbage from environmental reviews: Bloomberg -
https://t.co/cAX4wi76zM",221494
1,"RT @RichardDawkins: Ban on phrase “climate change' seems to have started in Florida, the state most vulnerable to sea-level rise https://t.…",254361
1,RT @Oceanwire: How climate change has led to creation of floating hospitals to help ppl hurt by rising seas…,396874
2,RT @PJDunleavy: What energy and climate change policies can we expect from President Trump? https://t.co/vcs9VOPSy5 via @LSEforBusiness,321386
1,"RT @ClimateNexus: According to Trump’s own @DeptofDefense Secretary, climate change is a threat to the military.…",85014
1,RT @MarkRuffalo: Rick Perry gets schooled on climate change https://t.co/hrOzXQ1SWo # via @HuffPostPol,564427
1,RT @BernieSanders: #ImVotingBecause the future of the planet is at stake. Hillary Clinton will combat climate change. Donald Trump thinks iÃ¢â‚¬Â¦,469253
1,"@realDonaldTrump. @ghwatcher4ever. The only thing you're agenda does is kill people very slowly, like climate change!!",686028
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,698626
